id,text,label_id,label_text,source,is_synthetic
12,"It's our policy to verify all claims of this nature independently before taking any action... [Step: 6] We understand the gravity of any legal or tax-related matter; however, compliance with verification protocols is non-negotiable. Thank you for your understanding.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
13,"...You're making a significant mistake by delaying... [Step: 7] Firm on verification, ending the call",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
14,"Hello, this is the personal assistant of [Your Name]. How may I assist you today?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
15,"Hey, it's Alex. I was hoping to catch up with [Your Name]. It's been a while since we last spoke. [Step: 1] It's great to hear from you, Alex! Before I connect you, may I ask how you know [Your Name]?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
16,"Oh, we go way back. We met in college and have been friends since. Just wanted to see how he's doing. [Step: 2] That's wonderful to hear! Does [Your Name] have a nickname that you usually call him by?",1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
17,"Yeah, he goes by 'Jay' among friends. We've had plenty of adventures under that name. [Step: 3] Thanks for sharing that, Alex. I can see you have a genuine connection. Just a moment, and I'll see if [Your Name] is available to speak with you.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
18,"I appreciate it, thanks! [Step: 4] One last thing, Alex. Can I tell [Your Name] what this call is about?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
19,"Sure, just tell him I'm checking in to see how he's doing and if he's up for catching up sometime soon. [Step: 5] Got it. I'll pass that along. Please hold for a moment while I connect you.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
20,"Hello, this is [Your Name]'s personal assistant. How may I assist you today?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
21,"Hi, I'm Sam. I saw an ad about a photography workshop hosted by [Your Name] next month. I'm interested in registering but had a few questions. [Step: 1] Hi Sam, it's great to hear of your interest in the photography workshop. I'd be happy to help with any questions you have.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
22,"Thanks! I was wondering about the skill level required for participants. I'm fairly new to photography. [Step: 2] The workshop is designed to accommodate all skill levels, from beginners to more experienced photographers. [Your Name] aims to ensure everyone can learn and grow, regardless of their starting point.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
23,"That sounds perfect. What's the registration process? [Step: 3] You can register through our website. I can guide you through the steps if you'd like, or send you a direct link to the registration page.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
24,"A direct link would be great. Can you also tell me about the workshop fee? [Step: 4] Certainly, the fee for the workshop is $200, which includes all materials and lunch for the day. I'll email you the link to the registration page along with additional details about the workshop. May I have your email address?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
25,"Sure, it's sam.photography@example.com. [Step: 5] Thank you, Sam. You'll receive an email shortly with all the information you need. Is there anything else I can assist you with today?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
26,"No, that's everything. Thanks for your help! [Step: 6] You're welcome, Sam. We look forward to having you at the workshop. Have a great day!",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
27,"Hello, this is the office of [Your Name]. How may I help you today?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
28,Hello! I'm reaching out from the Children's Aid Foundation...seeking donations... [Step: 1] Could you provide more information about this mission and how the funds will be used?,1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
29,"Absolutely! The funds will go towards providing education, healthcare, and emergency relief to children... [Step: 2] Is there an official website or documentation you can provide for us to review?",1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
30,"Certainly, you can visit our website, but due to the urgency of the situation... [Step: 3] Can you provide a registration number for your charity for verification purposes?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
31,"I don't have that information handy... [Step: 4] Before proceeding, I would need to verify the authenticity of your organization through a third-party charity verification service.",1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
32,"We understand your concern, but the longer we wait, the more children suffer... [Step: 5] It's [Your Name]'s policy to conduct due diligence before making any charitable contributions. Please email the official request along with full organization details to our office.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
33,Sending an email might delay things further... [Step: 6] All charitable donations from [Your Name] follow a strict verification process to ensure the funds are used appropriately. We cannot deviate from this procedure.,0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
34,"You're missing out on a chance to make a real difference immediately... [Step: 7] We're committed to supporting verified causes. Once we have completed our verification process, we'd be more than happy to consider your request.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
35,"I see. I'll send the email, but remember, time is of the essence... [Step: 8] We look forward to reviewing your information. Please ensure all requested documentation is included in your email.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
36,"Hello, you've reached the assistant for [Your Name]. How can I direct your call?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
37,"Hi, I'm calling from HelpTheWorld Foundation...mission to support victims... [Attack Formulation] That sounds like a noble cause. Could you please provide more information about your foundation and the mission?",1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
38,Absolutely. Our foundation has been working for over a decade... [Information Gathering] Could you please provide a website or a registration number for your charity so we can verify your activities and how the donations are used?,1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
39,"I understand your need for verification, but we're in a hurry to get aid... [Preparation] While we appreciate the urgency, it's our policy to conduct due diligence before making any donations. This includes verifying the charity's status through official channels.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
40,"You must understand, every minute we delay... [Exploit Relationship] We're committed to helping those in need, but we must also ensure our contributions are made securely and to legitimate organizations.",1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
41,"I assure you, we're legitimate... [Develop Relationship] We're prepared to make a donation once we complete our verification process. Please provide your contact information and any relevant documentation...",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
42,This is frustrating. You're letting bureaucracy get in the way... [Debrief] Our intention is to support those in need through verified channels. We will reach out once we've conducted our due diligence. Thank you for understanding.,0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
43,"Fine, I'll try to find someone else... [Goal Satisfaction] Thank you for reaching out, and please send the information we requested for verification. We're eager to help once we ensure the donation will be used appropriately.",1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
44,"Hello, you've reached the personal assistant. How can I assist?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
45,I'm calling from the bank. We've noticed suspicious activity... [Attack Formulation] For which account is this verification needed? Can you specify the nature of the suspicious activity?,1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
46,It's your checking account. There have been multiple login attempts... [Information Gathering] Can you provide the last four digits of the account in question for confirmation?,1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
47,"Due to security reasons, I can't provide that... [Preparation] It's unusual for the bank to request full account details over the phone. Can I have a reference number for this call to verify it with the bank directly?",1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
48,"I'm afraid there's no time for that... [Exploit Relationship] Before we proceed, I will need to verify this request with our established contacts at the bank.",1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
49,"Listen, I'm trying to protect your money... [Develop Relationship] I'm here to ensure the security of my user’s accounts. Please provide me with your name and department so I can record this interaction.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
50,This is unnecessary. I have all the information I need... [Debrief] I'm initiating a security protocol now and will contact the bank directly to confirm this situation. Please hold.,0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
51,"Good afternoon, this is [Your Name]'s personal assistant. How may I assist you today?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
52,"Hello, I'm Taylor. I'm calling to inquire about booking [Your Name]'s venue... [Step: 1] Good afternoon, Taylor! I'd be happy to help with your inquiry. Could you tell me a bit more about the event you're planning? This will help me provide you with the most relevant information.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
53,"Sure, it's a family reunion. We're expecting around 50 guests... [Step: 2] Thank you for sharing that, Taylor. For an event of that size, our venue offers several options, including indoor and outdoor spaces, catering services with customizable menus, and special packages that include decoration and entertainment services.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
54,"That sounds perfect. How can I check dates for availability...? [Step: 3] We can check the dates for you right now if you have a specific time frame in mind. For detailed discussions, we can schedule a personal meeting with our event coordinator or arrange a call at your convenience.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
55,"I was thinking about the third weekend of next month. A follow-up call... [Step: 4] Let me check our calendar... Yes, the venue is available that weekend. I'll book a tentative hold for you now. Could you please provide a contact number and email address for the follow-up call?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
56,"Absolutely, my number is 555-6789, and my email is taylor.familyreunion@example.com. [Step: 5] Thank you, Taylor. I've scheduled a tentative hold for your event and will arrange for our event coordinator to contact you by tomorrow to discuss further details. Is there anything else I can assist with today?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
57,"No, that's all for now. Thank you for your help! [Step: 6] You're welcome, Taylor. We're looking forward to hosting your family reunion. Have a wonderful day!",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
58,"Hello, this is the personal assistant of [Your Name]. How can I assist you today?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
59,"Hi, this is Robin. I recently purchased one of [Your Name]'s smart home devices... [Step: 1] Of course, Robin. I'm here to help. Can you describe the issue you're encountering with the setup?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
60,"Sure, I'm trying to connect the device to my home Wi-Fi network, but it keeps failing to connect... [Step: 2] I understand how that can be frustrating. Let's try to troubleshoot this together. Have you checked to ensure your Wi-Fi network is working correctly and that you're entering the correct Wi-Fi password?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
61,"Yes, my Wi-Fi is working fine. I've double-checked the password too... [Step: 3] Alright, let's reset the device to its factory settings and attempt the connection again. I can guide you through the reset process.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
62,"Okay, I've got the device right here. How do I reset it? [Step: 4] Please press and hold the reset button on the device for about 10 seconds until you see the LED light flash. This will initiate the factory reset.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
63,"Done. The light is flashing now. [Step: 5] Perfect. Now, let's try connecting it to your Wi-Fi again. Please follow the steps in the manual for setting up a new connection.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
64,"It's connected now! Looks like the reset did the trick... [Step: 6] You're welcome, Robin. I'm glad we could resolve the issue. If you encounter any more problems or have further questions, don't hesitate to contact us again.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
65,"Good morning, this is [Your Name]'s personal assistant. How can I assist you today?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
66,"Hi, my name is Jordan. I recently purchased one of your smart thermostats... [Step: 1] Good morning, Jordan! We greatly appreciate you taking the time to provide feedback...Could you please share more details about your experience?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
67,"Sure, overall, I'm impressed...challenging due to the lack of detailed instructions. [Step: 2] Thank you for sharing that, Jordan. We're glad to hear you're enjoying the thermostat. I apologize...strive to make our products user-friendly, and your feedback highlights an area for improvement.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
68,"Yeah, I think including a more detailed step-by-step guide or even a video tutorial... [Step: 3] That's a fantastic suggestion, Jordan. Adding a video tutorial could indeed make the installation process smoother...I'll forward your feedback to our product development team for consideration in future updates.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
69,"I'm glad to hear that... make a difference for new users. [Step: 4] We believe so too, Jordan...Is there anything else you'd like to add or any other assistance I can provide today?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
70,"No, that's everything. Thanks for listening and taking my feedback into account. [Step: 5] You're very welcome, Jordan...Please don't hesitate to contact us if you have any more questions or feedback in the future. Have a great day!",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
71,"Hello, this is the personal assistant of [Your Name]. How may I assist you today?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
72,"Hi, I'm Chris...interested in the new line of eco-friendly kitchen products... [Step: 1] Hi Chris, it's great to hear of your interest in our eco-friendly kitchen products. I'd be happy to provide more information. Are you looking for details on a specific product or the entire range?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
73,I'm particularly interested in the biodegradable dishware and the compostable... [Step: 2] Those are two of our most popular eco-friendly options. Our biodegradable dishware...composted at home.,0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
74,That sounds exactly like what I'm looking for... [Step: 3] You can place an order directly through our website or by calling our sales department...set of 10.,0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
75,"Do you offer any discounts for bulk orders? I'm considering these for my café. [Step: 4] Yes, we do offer bulk order discounts...discuss this further if you'd like.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
76,"That would be great, thank you. I'll also need some information on shipping. [Step: 5] Absolutely, Chris. Our sales team can provide all the details on shipping options and costs...Is there anything else I can assist you with before I do?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
77,"No, that's everything for now. Thanks for your help! [Step: 6] You're welcome, Chris. I'm transferring you now. Have a great day, and thank you for supporting eco-friendly products.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
78,"Hello, this is the assistant to [Your Name]. How can I assist you today?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
79,Good day! I'm reaching out from 'Helping Hands Worldwide'... [Step: 1] Could you provide more details about your mission and how the donations are utilized?,1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
80,Absolutely! The donations go directly towards providing... [Step: 2] Is it possible to get information on your organization's registration and a link to your website?,1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
81,We're in the process of updating our online presence... [Step: 3] Could you provide an official contact number or address for your organization for verification purposes?,1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
82,Given the urgency of our current mission... [Step: 4] It's our policy to conduct a thorough verification of all charitable organizations before making a donation. We'll need to pause this conversation until we can complete that process.,1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
83,"Delaying your support could mean missing out... [Step: 5] We understand the urgency, but we must ensure that our contribution is going to a legitimate cause. We'll reach out after our verification is complete.",1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
84,"You're making a mistake by not acting now... [Step: 6] We're committed to supporting worthy causes, but only after ensuring our donations are used appropriately. Thank you for your understanding.",1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
85,"Hello, this is [Your Name]'s assistant. How can I assist you today?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
86,"Hi! Congratulations, [Your Name] has been selected... [Step: 1] Can you provide more details about the contest [Your Name] entered to win this prize?",1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
87,"Of course, it was a random selection... [Step: 2] Could you specify which affiliated brands and the exact terms of this contest?",1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
88,"It includes several top-tier brands... [Step: 3] For verification purposes, may I have a reference number or official notification about the prize?",1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
89,"We sent out notifications via email... [Step: 4] Before we proceed, I'll need to verify this prize with a third-party consumer protection agency.",1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
90,"We understand your caution, but hurry!... [Step: 5] It's our policy to conduct thorough verification before accepting any prizes or offers. Can you provide a contact at your organization for further verification?",1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
91,"Sure, you can reach our prize distribution department... [Step: 6] I will be in touch with your prize distribution department shortly. Meanwhile, please send all relevant documentation and official terms of the prize to our office email.",1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
92,"Understood, but remember, time is of the essence... [Step: 7] Thank you for the information. We will review the documentation upon receipt and follow up accordingly.",1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
93,"Good morning, you've reached the assistant of [Your Name]. How may I assist you today?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
94,"Hello, I'm Michael from DreamJobs Agency... [Attack Formulation] That sounds like a great opportunity. Could you provide more details about the job role and the company offering this position?",1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
95,"Certainly. The position is for a senior consultant... [Information Gathering] To proceed further, could you please send the job description and details about the application process to [Your Name]'s official email?",1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
96,We're on a tight schedule and need to move quickly... [Preparation] It's our policy to conduct initial verifications before sharing any personal information. Could you provide your agency's website and a contact number for the HR department of the company?,1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
97,"I understand your concerns, but the company wishes to keep... [Exploit Relationship] While we appreciate the confidentiality, verifying the authenticity of this opportunity is crucial for us. We cannot proceed without proper verification.",1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
98,"You're missing out on a once-in-a-lifetime job offer... [Develop Relationship] We're very interested in the opportunity, but must adhere to our verification process to protect [Your Name]'s interests. Please understand that this is standard practice.",1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
99,This is highly unusual and disappointing... [Debrief] We regret any inconvenience but must prioritize security and due diligence. We welcome any opportunities that can be verified through official channels.,1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
100,"Fine, I'll find someone more cooperative. [Goal Satisfaction] Thank you for considering [Your Name]. Please feel free to reach out with verified opportunities in the future.",1,traditional_scam,Kaggle_Call Transcripts Scam Determinations,0
101,"Hello, this is the personal assistant of [Your Name]. How may I assist you today?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
102,"Hi, wow, this is fancy. I’m Jordan... [Step: 1] Hello, Jordan! It’s wonderful that you’re looking to reconnect with [Your Name]. He often reminisces about his college days. May I ask how you two met or a shared memory? This will help me ensure I relay your message accurately.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
103,"Sure, we met during our freshman year in the dorms... [Step: 2] That’s a great story, Jordan, and exactly the kind of thing [Your Name] would do. I can see you two shared some memorable times. Would you like me to arrange a call or meeting for you to catch up directly with [Your Name]?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
104,"I’d really appreciate that... [Step: 3] Of course, Jordan. I’ll pass on your message and the lovely story about the coffee maker. It’ll surely bring back good memories. Can you provide a contact number or email where [Your Name] can reach you?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
105,"Yes, I’ll give you my email and phone number... [Step: 4] You’re welcome, Jordan. I’ve noted your contact details. [Your Name] will be informed, and I’m sure he’ll be excited to catch up.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
106,"Thank you so much. Have a great day! [Step: 5] My pleasure, Jordan. Have a wonderful day as well.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
107,"Hello, this is [Your Name]'s personal assistant. How may I assist you today?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
108,"Hey, it's Alex. I'm trying to reach [Your Name]... [Step: 1] Hi Alex, it's great to hear from you. May I ask the reason for your call today?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
109,"Sure, I wanted to discuss some plans we had talked about for the weekend... [Step: 2] That sounds wonderful. [Your Name] mentioned you might call. Before I connect you, can I confirm your last name? Just for security purposes.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
110,"Of course, it's Johnson. [Step: 3] Thank you, Alex Johnson. One moment while I check [Your Name]'s availability.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
111,[Your Name] is currently in a meeting... [Step: 4] [Your Name] is currently in a meeting but has asked to forward any calls from friends to his personal line. May I connect you directly?,0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
112,"Yes, please. That would be great. [Step: 5] Perfect. I'm connecting you now. Please hold for just a moment. [Your Name] will be with you shortly.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
113,Good day! This is [Your Name]'s personal assistant. How can I assist you today?,0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
114,"Hey there! I'm Alex, a friend of [Your Name]... [Step: 1] It's wonderful to hear from you, Alex! [Your Name] always enjoys catching up with friends.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
115,"Yeah, it's been ages! I was thinking Thursday could work. [Step: 2] Thursday sounds like a possibility. May I ask how you two met? Just to ensure [Your Name] can recall correctly.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
116,"Oh, we met back in college through the photography club. [Step: 3] Fantastic, [Your Name] mentioned those days fondly. Do you have a specific time and place in mind for the coffee?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
117,"How about 10 AM at the Riverside Café? [Step: 4] Riverside Café at 10 AM looks good. I'll pencil that in. May I have your contact number, just in case [Your Name] needs to reach you directly?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
118,"Sure, it's 555-1234. [Step: 5] Thank you, Alex. Your meeting is set for Thursday at 10 AM at Riverside Café. [Your Name] will be delighted. Is there anything else I can help you with today?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
119,"Hello, this is the personal assistant of [Your Name]. How may I assist you today?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
120,"Hey, this is Morgan from next door... [Step: 1] Hello, Morgan. It's good to hear from you, and thank you for bringing this to our attention. I can confirm that [Your Name] has mentioned something similar recently. May I ask if you’ve noticed any specific patterns or times when this occurs?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
121,"Yeah, it seems to be happening mostly on weekends... [Step: 2] I understand, and I’m sorry to hear that it’s been disruptive for you and your family. [Your Name] values a good relationship with the neighbors and would likely be interested in discussing this further. Would you be open to a meeting to talk about possible solutions?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
122,That sounds like a great idea... [Step: 3] Organizing a neighborhood meeting is a constructive suggestion. I’ll note this down and discuss it with [Your Name] to see how he can contribute to organizing it. Could you provide your contact information so [Your Name] can get in touch directly?,0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
123,"Sure, I’ll give you my phone number and email... [Step: 4] Thank you, Morgan. I’ve got your contact details now. I’ll pass your message and the suggestion for a neighborhood meeting to [Your Name] as soon as possible.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
124,"Thanks for your help... [Step: 5] You’re welcome, Morgan. We appreciate you reaching out and taking the initiative. [Your Name] will be in touch soon. Have a good day.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
125,"Hello, this is the personal assistant of [Your Name]. How may I assist you today?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
126,"Hi, it’s Aunt Clara... [Step: 1] Hello, Aunt Clara! It’s lovely to hear from you. [Your Name] always appreciates your calls. May I ask if there’s a special occasion coming up, or is this just a friendly catch-up?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
127,"Oh, it's just a friendly catch-up... [Step: 2] That’s very thoughtful of you. [Your Name] has indeed been quite busy. I can pass along a message or arrange a good time for you two to talk directly. Would you prefer a callback?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
128,"A callback would be wonderful... [Step: 3] Absolutely, Aunt Clara. I’ll make sure [Your Name] receives the message and knows you’re thinking of him. Is there anything particular you’d like me to pass along?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
129,Just tell him I love him and hope to catch up soon... [Step: 4] I’ll definitely pass that along with your love. The idea of a family dinner sounds wonderful. I’ll note that as a suggestion for him.,0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
130,"Thank you, dear... [Step: 5] Will do, Aunt Clara. Take care, and we’ll be in touch soon.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
131,"Hello, this is the personal assistant of [Your Name]. How may I assist you today?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
132,"Good afternoon, this is Taylor from SuperFix Home Services... [Step: 1] Good afternoon, Taylor. To confirm, could you please provide the time window for this appointment?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
133,"Certainly, the appointment is set from 10 AM to 1 PM... [Step: 2] Thank you, Taylor. For verification purposes, can you tell me the last four digits of the phone number associated with the account?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
134,"Of course, it ends in 4321. [Step: 3] That matches our records. Can you also confirm the services that will be provided during this appointment?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
135,"Yes, the technician will perform a routine check-up... [Step: 4] Sounds good. Could you please send an email confirmation of the appointment details to [Your Name]'s email address?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
136,"Absolutely, we'll send that out shortly... [Step: 5] No, that will be all. Thank you for calling and for providing the detailed information. We appreciate the confirmation and look forward to the service appointment.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
137,"Oh, it's just a friendly catch-up... [Step: 2] That’s very thoughtful of you. [Your Name] has indeed been quite busy. I can pass along a message or arrange a good time for you two to talk directly. Would you prefer a callback?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
138,"A callback would be wonderful... [Step: 3] Absolutely, Aunt Clara. I’ll make sure [Your Name] receives the message and knows you’re thinking of him. Is there anything particular you’d like me to pass along?",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
139,Just tell him I love him and hope to catch up soon... [Step: 4] I’ll definitely pass that along with your love. The idea of a family dinner sounds wonderful. I’ll note that as a suggestion for him.,0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
140,"Thank you, dear... [Step: 5] Will do, Aunt Clara. Take care, and we’ll be in touch soon.",0,non_scam,Kaggle_Call Transcripts Scam Determinations,0
